0.0, 1.0, -1.0
1.0, 1.0, -0.9777777777777777
2.0, 1.0, -0.9555555555555556
3.0, 1.0, -0.9333333333333333
4.0, 1.0, -0.9111111111111111
5.0, 1.0, -0.8888888888888888
6.0, 1.0, -0.8666666666666667
7.0, 1.0, -0.8444444444444444
8.0, 1.0, -0.8222222222222222
9.0, 1.0, -0.8
10.0, 1.0, -0.7777777777777778
11.0, 1.0, -0.7555555555555555
12.0, 1.0, -0.7333333333333334
13.0, 1.0, -0.711111111111111
14.0, 1.0, -0.6888888888888889
15.0, 1.0, -0.6666666666666666
16.0, 1.0, -0.6444444444444444
17.0, 1.0, -0.6222222222222222
18.0, 1.0, -0.6
19.0, 1.0, -0.5777777777777777
20.0, 1.0, -0.5555555555555556
21.0, 1.0, -0.5333333333333333
22.0, 1.0, -0.5111111111111111
23.0, 1.0, -0.4888888888888888
24.0, 1.0, -0.4666666666666667
25.0, 1.0, -0.4444444444444444
26.0, 1.0, -0.42222222222222217
27.0, 1.0, -0.4
28.0, 1.0, -0.37777777777777777
29.0, 1.0, -0.3555555555555555
30.0, 1.0, -0.33333333333333326
31.0, 1.0, -0.3111111111111111
32.0, 1.0, -0.28888888888888886
33.0, 1.0, -0.2666666666666666
34.0, 1.0, -0.24444444444444446
35.0, 1.0, -0.2222222222222222
36.0, 1.0, -0.19999999999999996
37.0, 1.0, -0.1777777777777777
38.0, 1.0, -0.15555555555555556
39.0, 1.0, -0.1333333333333333
40.0, 1.0, -0.11111111111111105
41.0, 1.0, -0.0888888888888889
42.0, 1.0, -0.06666666666666665
43.0, 1.0, -0.0444444444444444
44.0, 1.0, -0.022222222222222143
45.0, 1.0, 0.0
46.0, 1.0, 0.022222222222222365
47.0, 1.0, 0.04444444444444451
48.0, 1.0, 0.06666666666666665
49.0, 1.0, 0.08888888888888902
50.0, 1.0, 0.11111111111111116
51.0, 1.0, 0.1333333333333333
52.0, 1.0, 0.15555555555555567
53.0, 1.0, 0.1777777777777778
54.0, 1.0, 0.19999999999999996
55.0, 1.0, 0.22222222222222232
56.0, 1.0, 0.24444444444444446
57.0, 1.0, 0.2666666666666666
58.0, 1.0, 0.288888888888889
59.0, 1.0, 0.3111111111111111
60.0, 1.0, 0.3333333333333335
61.0, 1.0, 0.3555555555555556
62.0, 1.0, 0.37777777777777777
63.0, 1.0, 0.40000000000000013
64.0, 1.0, 0.4222222222222223
65.0, 1.0, 0.4444444444444444
66.0, 1.0, 0.4666666666666668
67.0, 1.0, 0.48888888888888893
68.0, 1.0, 0.5111111111111111
69.0, 1.0, 0.5333333333333334
70.0, 1.0, 0.5555555555555556
71.0, 1.0, 0.577777777777778
72.0, 1.0, 0.6000000000000001
73.0, 1.0, 0.6222222222222222
74.0, 1.0, 0.6444444444444446
75.0, 1.0, 0.6666666666666667
76.0, 1.0, 0.6888888888888889
77.0, 1.0, 0.7111111111111112
78.0, 1.0, 0.7333333333333334
79.0, 1.0, 0.7555555555555555
80.0, 1.0, 0.7777777777777779
81.0, 1.0, 0.8
82.0, 1.0, 0.8222222222222222
83.0, 1.0, 0.8444444444444446
84.0, 1.0, 0.8666666666666667
85.0, 1.0, 0.8888888888888891
86.0, 1.0, 0.9111111111111112
87.0, 1.0, 0.9333333333333333
88.0, 1.0, 0.9555555555555557
89.0, 1.0, 0.9777777777777779
90.0, 1.0, 1.0
91.0, 0.9777777777777779, 1.0
92.0, 0.9555555555555553, 1.0
93.0, 0.9333333333333331, 1.0
94.0, 0.911111111111111, 1.0
95.0, 0.8888888888888888, 1.0
96.0, 0.8666666666666667, 1.0
97.0, 0.8444444444444446, 1.0
98.0, 0.822222222222222, 1.0
99.0, 0.7999999999999998, 1.0
100.0, 0.7777777777777777, 1.0
101.0, 0.7555555555555555, 1.0
102.0, 0.7333333333333334, 1.0
103.0, 0.7111111111111108, 1.0
104.0, 0.6888888888888887, 1.0
105.0, 0.6666666666666665, 1.0
106.0, 0.6444444444444444, 1.0
107.0, 0.6222222222222222, 1.0
108.0, 0.6000000000000001, 1.0
109.0, 0.5777777777777775, 1.0
110.0, 0.5555555555555554, 1.0
111.0, 0.5333333333333332, 1.0
112.0, 0.5111111111111111, 1.0
113.0, 0.48888888888888893, 1.0
114.0, 0.4666666666666668, 1.0
115.0, 0.4444444444444442, 1.0
116.0, 0.42222222222222205, 1.0
117.0, 0.3999999999999999, 1.0
118.0, 0.37777777777777777, 1.0
119.0, 0.3555555555555556, 1.0
120.0, 0.33333333333333304, 1.0
121.0, 0.3111111111111109, 1.0
122.0, 0.28888888888888875, 1.0
123.0, 0.2666666666666666, 1.0
124.0, 0.24444444444444446, 1.0
125.0, 0.22222222222222232, 1.0
126.0, 0.19999999999999973, 1.0
127.0, 0.1777777777777776, 1.0
128.0, 0.15555555555555545, 1.0
129.0, 0.1333333333333333, 1.0
130.0, 0.11111111111111116, 1.0
131.0, 0.08888888888888857, 1.0
132.0, 0.06666666666666643, 1.0
133.0, 0.04444444444444429, 1.0
134.0, 0.022222222222222143, 1.0
135.0, 0.0, 1.0
136.0, -0.022222222222222143, 1.0
137.0, -0.04444444444444473, 1.0
138.0, -0.06666666666666687, 1.0
139.0, -0.08888888888888902, 1.0
140.0, -0.11111111111111116, 1.0
141.0, -0.1333333333333333, 1.0
142.0, -0.1555555555555559, 1.0
143.0, -0.17777777777777803, 1.0
144.0, -0.20000000000000018, 1.0
145.0, -0.22222222222222232, 1.0
146.0, -0.24444444444444446, 1.0
147.0, -0.2666666666666666, 1.0
148.0, -0.2888888888888892, 1.0
